title,link,time
‘It went all wrong’: Southeast Austin neighbors describe chaos of shooting involving APD,{'https://news.google.com/topics/articles/CBMidmh0dHBzOi8vd3d3Lmt4YW4uY29tL25ld3MvY3JpbWUvaXQtd2VudC1hbGwtd3Jvbmctc291dGhlYXN0LWF1c3Rpbi1uZWlnaGJvcnMtZGVzY3JpYmUtY2hhb3Mtb2Ytc2hvb3RpbmctaW52b2x2aW5nLWFwZC_SAXpodHRwczovL3d3dy5reGFuLmNvbS9uZXdzL2NyaW1lL2l0LXdlbnQtYWxsLXdyb25nLXNvdXRoZWFzdC1hdXN0aW4tbmVpZ2hib3JzLWRlc2NyaWJlLWNoYW9zLW9mLXNob290aW5nLWludm9sdmluZy1hcGQvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T20:21:29Z
"Video shows shootout between APD officer, suspect in Southeast Austin",{'https://news.google.com/topics/articles/CBMiXmh0dHBzOi8vd3d3LmZveDdhdXN0aW4uY29tL25ld3Mvb2ZmaWNlci1pbnZvbHZlZC1zaG9vdGluZy1hdXN0aW4tcG9saWNlLXNvdXRoZWFzdC1hdXN0aW4tdGV4YXPSAWJodHRwczovL3d3dy5mb3g3YXVzdGluLmNvbS9uZXdzL29mZmljZXItaW52b2x2ZWQtc2hvb3RpbmctYXVzdGluLXBvbGljZS1zb3V0aGVhc3QtYXVzdGluLXRleGFzLmFtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T00:52:12Z
It's primary election day in Mississippi. Here's what to watch for.,{'https://news.google.com/topics/articles/CBMiR2h0dHBzOi8vbWlzc2lzc2lwcGl0b2RheS5vcmcvMjAyMy8wOC8wOC9wcmltYXJ5LWVsZWN0aW9uLXdoYXQtdG8td2F0Y2gv0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T11:30:00Z
Could A Democrat Actually Win Mississippi’s Governorship?,{'https://news.google.com/topics/articles/CBMibGh0dHBzOi8vZml2ZXRoaXJ0eWVpZ2h0LmNvbS9mZWF0dXJlcy9taXNzaXNzaXBwaS1nb3Zlcm5vci1saWV1dGVuYW50LWdvdmVybm9yLXByaW1hcnktZWxlY3Rpb24tMjAyMy1wcmV2aWV3L9IBcGh0dHBzOi8vZml2ZXRoaXJ0eWVpZ2h0LmNvbS9mZWF0dXJlcy9taXNzaXNzaXBwaS1nb3Zlcm5vci1saWV1dGVuYW50LWdvdmVybm9yLXByaW1hcnktZWxlY3Rpb24tMjAyMy1wcmV2aWV3L2FtcC8?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T10:05:12Z
LIVE: Results of Mississippi’s 2023 Primary Election,{'https://news.google.com/topics/articles/CBMiUGh0dHBzOi8vd3d3LndsYnQuY29tLzIwMjMvMDgvMDgvbGl2ZS1yZXN1bHRzLW1pc3Npc3NpcHBpcy0yMDIzLXByaW1hcnktZWxlY3Rpb24v0gFfaHR0cHM6Ly93d3cud2xidC5jb20vMjAyMy8wOC8wOC9saXZlLXJlc3VsdHMtbWlzc2lzc2lwcGlzLTIwMjMtcHJpbWFyeS1lbGVjdGlvbi8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:56:00Z
ELECTION DAY: What’s next? Key election updates and a look-ahead to the general election,{'https://news.google.com/topics/articles/CBMiamh0dHBzOi8vd3d3Lndsb3guY29tLzIwMjMvMDgvMDgvZWxlY3Rpb24tZGF5LXdoYXRzLW5leHQta2V5LWVsZWN0aW9uLXVwZGF0ZXMtbG9vay1haGVhZC1nZW5lcmFsLWVsZWN0aW9ucy_SAXlodHRwczovL3d3dy53bG94LmNvbS8yMDIzLzA4LzA4L2VsZWN0aW9uLWRheS13aGF0cy1uZXh0LWtleS1lbGVjdGlvbi11cGRhdGVzLWxvb2stYWhlYWQtZ2VuZXJhbC1lbGVjdGlvbnMvP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:39:00Z
Cleanup underway after storm knocks down utility poles along busy Westminster road,{'https://news.google.com/topics/articles/CBMifGh0dHBzOi8vd3d3LmNic25ld3MuY29tL2JhbHRpbW9yZS9uZXdzL2RvemVucy10cmFwcGVkLWFmdGVyLWNhcnMtc3RydWNrLWJ5LWZhbGxlbi11dGlsaXR5LXBvbGVzLWR1cmluZy1zdG9ybS1pbi13ZXN0bWluc3Rlci_SAYABaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL2JhbHRpbW9yZS9uZXdzL2RvemVucy10cmFwcGVkLWFmdGVyLWNhcnMtc3RydWNrLWJ5LWZhbGxlbi11dGlsaXR5LXBvbGVzLWR1cmluZy1zdG9ybS1pbi13ZXN0bWluc3Rlci8?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T16:02:00Z
Severe weather across the Carolinas,{'https://news.google.com/topics/articles/CCAiC3ctaUFTNThZdTBvmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:43:58Z
Harford County feels effects of Monday storm,{'https://news.google.com/topics/articles/CBMifmh0dHBzOi8vd3d3LmJhbHRpbW9yZXN1bi5jb20vbWFyeWxhbmQvaGFyZm9yZC9hZWdpcy9jbmctYWctaGFyZm9yZC1zdG9ybS1hdWd1c3QtMjAyMzA4MDktb3YzdGR2dDJ4amRqZmJoeXVyYXFseHYzeXktc3RvcnkuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T03:20:21Z
Dozens trapped in cars after poles snap on Route 140 in Westminster,{'https://news.google.com/topics/articles/CBMiYmh0dHBzOi8vd3d3LndiYWx0di5jb20vYXJ0aWNsZS9zdG9ybS1kYW1hZ2Utd2VzdG1pbnN0ZXItcm91dGUtMTQwLXBvbGVzLWRvd24tY2Fycy10cmFwcGVkLzQ0NzU2OTgy0gFmaHR0cHM6Ly93d3cud2JhbHR2LmNvbS9hbXAvYXJ0aWNsZS9zdG9ybS1kYW1hZ2Utd2VzdG1pbnN0ZXItcm91dGUtMTQwLXBvbGVzLWRvd24tY2Fycy10cmFwcGVkLzQ0NzU2OTgy?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:12:00Z
T.L. Hanna sophomore dies during Monday's severe weather in Anderson,{'https://news.google.com/topics/articles/CBMipQFodHRwczovL3d3dy5pbmRlcGVuZGVudG1haWwuY29tL3N0b3J5L25ld3MvbG9jYWwvMjAyMy8wOC8wOC9hbmRlcnNvbi0xNS15ZWFyLW9sZC1kaWVzLWR1cmluZy1tb25kYXktc2V2ZXJlLXdlYXRoZXItZGVhdGgtdXBzdGF0ZS1zYy1ldmFuLWtpbmxleS10bC1oYW5uYS83MDU1MzEwNzAwNy_SAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:30:54Z
"15-year-old killed when tree falls on him during severe storm, coroner says",{'https://news.google.com/topics/articles/CBMiaGh0dHBzOi8vd3d3LndicmMuY29tLzIwMjMvMDgvMDgvMTUteWVhci1vbGQta2lsbGVkLXdoZW4tdHJlZS1mYWxscy1oaW0tZHVyaW5nLXNldmVyZS1zdG9ybS1jb3JvbmVyLXNheXMv0gF3aHR0cHM6Ly93d3cud2JyYy5jb20vMjAyMy8wOC8wOC8xNS15ZWFyLW9sZC1raWxsZWQtd2hlbi10cmVlLWZhbGxzLWhpbS1kdXJpbmctc2V2ZXJlLXN0b3JtLWNvcm9uZXItc2F5cy8_b3V0cHV0VHlwZT1hbXA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T14:53:00Z
Teen killed by fallen tree in South Carolina,{'https://news.google.com/topics/articles/CCAiC3RNQkhsaUFVWWU4mAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T11:45:16Z
"'It's just tragic': Tree falls during severe weather in Anderson County, killing Upstate teen, officials say",{'https://news.google.com/topics/articles/CBMiVmh0dHBzOi8vd3d3Lnd5ZmY0LmNvbS9hcnRpY2xlL3RyZWUtZmFsbHMtYW5kZXJzb24tY291bnR5LWtpbGxpbmctdXBzdGF0ZS10ZWVuLzQ0NzU2OTcx0gFaaHR0cHM6Ly93d3cud3lmZjQuY29tL2FtcC9hcnRpY2xlL3RyZWUtZmFsbHMtYW5kZXJzb24tY291bnR5LWtpbGxpbmctdXBzdGF0ZS10ZWVuLzQ0NzU2OTcx?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T13:20:00Z
"UC admits record number of California first-year students for fall 2023, led by Latinos",{'https://news.google.com/topics/articles/CBMifGh0dHBzOi8vd3d3LmxhdGltZXMuY29tL2NhbGlmb3JuaWEvc3RvcnkvMjAyMy0wOC0wOC91Yy1hZG1pdHMtcmVjb3JkLW51bWJlci1vZi1jYWxpZm9ybmlhLWZpcnN0LXllYXItc3R1ZGVudHMtbGVkLWJ5LWxhdGlub3PSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T16:29:49Z
UC schools admit record number of California applicants; Latino students lead the pack,{'https://news.google.com/topics/articles/CBMid2h0dHBzOi8va3RsYS5jb20vbmV3cy9jYWxpZm9ybmlhL3VjLXNjaG9vbHMtYWRtaXRzLXJlY29yZC1udW1iZXItb2YtY2FsaWZvcm5pYS1hcHBsaWNhbnRzLWxhdGluby1zdHVkZW50cy1sZWQtdGhlLXBhY2sv0gF7aHR0cHM6Ly9rdGxhLmNvbS9uZXdzL2NhbGlmb3JuaWEvdWMtc2Nob29scy1hZG1pdHMtcmVjb3JkLW51bWJlci1vZi1jYWxpZm9ybmlhLWFwcGxpY2FudHMtbGF0aW5vLXN0dWRlbnRzLWxlZC10aGUtcGFjay9hbXAv?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T19:53:28Z
"UC admissions 2023: Fewer Berkeley offers, gain for Californians",{'https://news.google.com/topics/articles/CBMiamh0dHBzOi8vd3d3LnNmY2hyb25pY2xlLmNvbS9jYWxpZm9ybmlhL2FydGljbGUvdWMtYWRtaXNzaW9ucy1kYXRhLXNob3dzLWZld2VyLWJlcmtlbGV5LW9mZmVycy0xODI4NTUwMS5waHDSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:25:29Z
UC Santa Cruz student enrollment numbers up,{'https://news.google.com/topics/articles/CBMiWWh0dHBzOi8vd3d3LnNhbnRhY3J1enNlbnRpbmVsLmNvbS8yMDIzLzA4LzA4L3VjLXNhbnRhLWNydXotc3R1ZGVudC1lbnJvbGxtZW50LW51bWJlcnMtdXAv0gFdaHR0cHM6Ly93d3cuc2FudGFjcnV6c2VudGluZWwuY29tLzIwMjMvMDgvMDgvdWMtc2FudGEtY3J1ei1zdHVkZW50LWVucm9sbG1lbnQtbnVtYmVycy11cC9hbXAv?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:33:14Z
"Sad scouts reluctantly leave South Korean jamboree that has been marred by illness, poor facilities and searin",{'https://news.google.com/topics/articles/CBMiZWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9uZXdzL2FydGljbGUtMTIzODQ0OTcvU2NvdXRzLWV2YWN1YXRlZC1Tb3V0aC1Lb3JlYW4tamFtYm9yZWUtdHlwaG9vbi5odG1s0gFpaHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL25ld3MvYXJ0aWNsZS0xMjM4NDQ5Ny9hbXAvU2NvdXRzLWV2YWN1YXRlZC1Tb3V0aC1Lb3JlYW4tamFtYm9yZWUtdHlwaG9vbi5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T11:54:15Z
Thousands of boy scouts being evacuated from site of world jamboree in South Korea,{'https://news.google.com/topics/articles/CCAiC0FCWjFzcEM0dXRnmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:50:35Z
"August 8, 2023",{'https://news.google.com/topics/articles/CBMiQmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvYXVndXN0LTgtMjAyMy1kYXktaW4tcGhvdG9zLzcyMTY1NzMuaHRtbNIBRGh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2FtcC9hdWd1c3QtOC0yMDIzLWRheS1pbi1waG90b3MvNzIxNjU3My5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T17:28:47Z
Aerial footage shows hundreds of buses evacuating scouts from South Korea jamboree,{'https://news.google.com/topics/articles/CCAiCzAxdGtpUzlxbFVZmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T11:13:53Z
First Lady Jill Biden Hosts the Back to School Safely: Cybersecurity for K-12 Schools,{'https://news.google.com/topics/articles/CCAiC0dhSDlvSmRiUVprmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T16:24:57Z
Meet the Press NOW - Aug. 8,{'https://news.google.com/topics/articles/CCAiCzZDTDUyZGRxMG9nmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:45:00Z
Meet the Press NOW — August 7,{'https://news.google.com/topics/articles/CBMiVWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL21lZXQtdGhlLXByZXNzL3ZpZGVvL21lZXQtdGhlLXByZXNzLW5vdy1hdWd1c3QtNy0xOTAyNTUxNzM1MDTSATdodHRwczovL3d3dy5uYmNuZXdzLmNvbS9uZXdzL2FtcC12aWRlby9tbXZvMTkwMjU1MTczNTA0?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T21:19:33Z
This Morning’s Top Headlines – Aug. 7,{'https://news.google.com/topics/articles/CCAiC05tOFpqcjlnTUxZmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T12:45:20Z
"Meet the Press - August 6, 2023",{'https://news.google.com/topics/articles/CBMiSGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL21lZXQtdGhlLXByZXNzL21lZXQtcHJlc3MtYXVndXN0LTYtMjAyMy1uMTMwNzAwMdIBLGh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL25jbmExMzA3MDAx?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-06T15:55:02Z
Western allies receive increasingly ‘sobering’ updates on Ukraine’s counteroffensive: ‘This is the most difficult time of the war’,{'https://news.google.com/topics/articles/CBMiWGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wOC8wOC9wb2xpdGljcy91a3JhaW5lLWNvdW50ZXJvZmZlbnNpdmUtdXMtYnJpZWZpbmdzL2luZGV4Lmh0bWzSAVxodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIzLzA4LzA4L3BvbGl0aWNzL3VrcmFpbmUtY291bnRlcm9mZmVuc2l2ZS11cy1icmllZmluZ3MvaW5kZXguaHRtbA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T02:33:00Z
Progress of Ukraine's counteroffensive against Russia slows,{'https://news.google.com/topics/articles/CCAiC2JnVV9KNkhPU3E4mAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T02:30:19Z
Western allies get ‘sobering’ update on Ukraine counteroffensive,{'https://news.google.com/topics/articles/CCAiC2t5YUFMSFZuRVc4mAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T13:05:09Z
"West no longer expects Ukrainian breakthrough on battlefield before cold weather, and fears accusations – CNN",{'https://news.google.com/topics/articles/CBMiRmh0dHBzOi8vbmV3cy55YWhvby5jb20vd2VzdC1uby1sb25nZXItZXhwZWN0cy11a3JhaW5pYW4tMTI0ODEzMjA4Lmh0bWzSAU5odHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvd2VzdC1uby1sb25nZXItZXhwZWN0cy11a3JhaW5pYW4tMTI0ODEzMjA4Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T12:48:13Z
LIVE: President Biden delivers remarks on conservation efforts in the U.S. — 08/08/23,{'https://news.google.com/topics/articles/CCAiC01yRzNLcUVTQzVNmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T18:42:49Z
